date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:04	4667/4667	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2019:44:04%20GMT	https://adoptmetradingvalues.com/forgotpw.php	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/forgotpw.html	(from https://adoptmetradingvalues.com/)
15:44:04	67794/67794	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2019:02:23%20GMT	https://adoptmetradingvalues.com/images/header.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/header.png	(from https://adoptmetradingvalues.com/)
15:44:04	314852/314852	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2019:44:05%20GMT	https://adoptmetradingvalues.com/index.php	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/index-2.html	(from https://adoptmetradingvalues.com/)
15:44:04	68341/68341	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2019:44:05%20GMT	https://adoptmetradingvalues.com/pet-value-list.php	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/pet-value-list.html	(from https://adoptmetradingvalues.com/)
15:44:04	9564/9564	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2019:44:05%20GMT	https://adoptmetradingvalues.com/play-games.php	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/play-games.html	(from https://adoptmetradingvalues.com/)
15:44:05	18228/18228	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2019:44:05%20GMT	https://adoptmetradingvalues.com/videos.php	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/videos.html	(from https://adoptmetradingvalues.com/)
15:44:05	19313/19313	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2019:44:05%20GMT	https://adoptmetradingvalues.com/tips-to-get-rich.php	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/tips-to-get-rich.html	(from https://adoptmetradingvalues.com/)
15:44:05	12462/12462	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2019:44:06%20GMT	https://adoptmetradingvalues.com/roblox-adopt-me.php	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/roblox-adopt-me.html	(from https://adoptmetradingvalues.com/)
15:44:05	166995/166995	---MC-	200	added ('OK')	text/javascript	date:Fri,%2008%20Jul%202022%2019:44:06%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-5814941088162332	C:/My%20Web%20Sites/Adopt%20me/pagead2.googlesyndication.com/pagead/js/f3750.txt	(from https://adoptmetradingvalues.com/)
15:44:06	11769/11769	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:42%20GMT	https://adoptmetradingvalues.com/images/15.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/15.png	(from https://adoptmetradingvalues.com/)
15:44:06	11476/11476	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:19%20GMT	https://adoptmetradingvalues.com/images/11.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/11.png	(from https://adoptmetradingvalues.com/)
15:44:06	10323/10323	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:30%20GMT	https://adoptmetradingvalues.com/images/128.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/128.png	(from https://adoptmetradingvalues.com/)
15:44:06	11492/11492	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Aug%202021%2017:04:22%20GMT	https://adoptmetradingvalues.com/images/763.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/763.png	(from https://adoptmetradingvalues.com/)
15:44:06	15932/15932	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:16%20GMT	https://adoptmetradingvalues.com/images/3.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/3.png	(from https://adoptmetradingvalues.com/)
15:44:07	12277/12277	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2019:22:07%20GMT	https://adoptmetradingvalues.com/images/1205.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1205.png	(from https://adoptmetradingvalues.com/)
15:44:07	16359/16359	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:00%20GMT	https://adoptmetradingvalues.com/images/60.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/60.png	(from https://adoptmetradingvalues.com/)
15:44:07	13411/13411	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jan%202022%2020:11:38%20GMT	https://adoptmetradingvalues.com/images/1018.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1018.png	(from https://adoptmetradingvalues.com/)
15:44:08	9352/9352	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:34%20GMT	https://adoptmetradingvalues.com/images/135.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/135.png	(from https://adoptmetradingvalues.com/)
15:44:08	14132/14132	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:09%20GMT	https://adoptmetradingvalues.com/images/288.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/288.png	(from https://adoptmetradingvalues.com/)
15:44:08	10348/10348	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:12%20GMT	https://adoptmetradingvalues.com/images/8.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/8.png	(from https://adoptmetradingvalues.com/)
15:44:09	10326/10326	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Feb%202022%2019:33:08%20GMT	https://adoptmetradingvalues.com/images/1030.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1030.png	(from https://adoptmetradingvalues.com/)
15:44:09	8784/8784	---M--	200	added ('OK')	image/png	date:Fri,%2013%20May%202022%2013:33:45%20GMT	https://adoptmetradingvalues.com/images/1168.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1168.png	(from https://adoptmetradingvalues.com/)
15:44:09	12153/12153	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:19%20GMT	https://adoptmetradingvalues.com/images/9.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/9.png	(from https://adoptmetradingvalues.com/)
15:44:10	14769/14769	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:33%20GMT	https://adoptmetradingvalues.com/images/134.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/134.png	(from https://adoptmetradingvalues.com/)
15:44:10	13096/13096	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:25%20GMT	https://adoptmetradingvalues.com/images/12.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/12.png	(from https://adoptmetradingvalues.com/)
15:44:11	15464/15464	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:51:56%20GMT	https://adoptmetradingvalues.com/images/27.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/27.png	(from https://adoptmetradingvalues.com/)
15:44:11	11392/11392	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:12%20GMT	https://adoptmetradingvalues.com/images/10.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/10.png	(from https://adoptmetradingvalues.com/)
15:44:11	12782/12782	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:55%20GMT	https://adoptmetradingvalues.com/images/52.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/52.png	(from https://adoptmetradingvalues.com/)
15:44:12	14618/14618	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:01%20GMT	https://adoptmetradingvalues.com/images/61.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/61.png	(from https://adoptmetradingvalues.com/)
15:44:12	10164/10164	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:06%20GMT	https://adoptmetradingvalues.com/images/7.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/7.png	(from https://adoptmetradingvalues.com/)
15:44:13	12865/12865	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Mar%202022%2018:13:11%20GMT	https://adoptmetradingvalues.com/images/1069.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1069.png	(from https://adoptmetradingvalues.com/)
15:44:13	13298/13298	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:29%20GMT	https://adoptmetradingvalues.com/images/126.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/126.png	(from https://adoptmetradingvalues.com/)
15:44:13	13306/13306	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:31%20GMT	https://adoptmetradingvalues.com/images/130.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/130.png	(from https://adoptmetradingvalues.com/)
15:44:14	12110/12110	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:47%20GMT	https://adoptmetradingvalues.com/images/4.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/4.png	(from https://adoptmetradingvalues.com/)
15:44:14	15677/15677	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:23%20GMT	https://adoptmetradingvalues.com/images/31.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/31.png	(from https://adoptmetradingvalues.com/)
15:44:14	9835/9835	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Jan%202022%2015:16:48%20GMT	https://adoptmetradingvalues.com/images/997.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/997.png	(from https://adoptmetradingvalues.com/)
15:44:14	11318/11318	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:51:12%20GMT	https://adoptmetradingvalues.com/images/2.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/2.png	(from https://adoptmetradingvalues.com/)
15:44:15	8539/8539	---M--	200	added ('OK')	image/png	date:Fri,%2013%20May%202022%2013:33:47%20GMT	https://adoptmetradingvalues.com/images/1171.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1171.png	(from https://adoptmetradingvalues.com/)
15:44:15	14689/14689	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:30%20GMT	https://adoptmetradingvalues.com/images/32.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/32.png	(from https://adoptmetradingvalues.com/)
15:44:16	14636/14636	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:32%20GMT	https://adoptmetradingvalues.com/images/131.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/131.png	(from https://adoptmetradingvalues.com/)
15:44:16	15280/15280	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:47%20GMT	https://adoptmetradingvalues.com/images/40.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/40.png	(from https://adoptmetradingvalues.com/)
15:44:16	15699/15699	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:57%20GMT	https://adoptmetradingvalues.com/images/55.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/55.png	(from https://adoptmetradingvalues.com/)
15:44:16	11222/11222	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:48%20GMT	https://adoptmetradingvalues.com/images/42.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/42.png	(from https://adoptmetradingvalues.com/)
15:44:17	9747/9747	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:36%20GMT	https://adoptmetradingvalues.com/images/33.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/33.png	(from https://adoptmetradingvalues.com/)
15:44:17	14186/14186	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:43%20GMT	https://adoptmetradingvalues.com/images/34.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/34.png	(from https://adoptmetradingvalues.com/)
15:44:17	10051/10051	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2003:59:29%20GMT	https://adoptmetradingvalues.com/images/965.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/965.png	(from https://adoptmetradingvalues.com/)
15:44:18	10373/10373	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Aug%202021%2016:32:32%20GMT	https://adoptmetradingvalues.com/images/713.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/713.png	(from https://adoptmetradingvalues.com/)
15:44:18	14345/14345	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:01%20GMT	https://adoptmetradingvalues.com/images/62.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/62.png	(from https://adoptmetradingvalues.com/)
15:44:18	16303/16303	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:57%20GMT	https://adoptmetradingvalues.com/images/56.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/56.png	(from https://adoptmetradingvalues.com/)
15:44:19	11823/11823	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Oct%202021%2023:49:50%20GMT	https://adoptmetradingvalues.com/images/938.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/938.png	(from https://adoptmetradingvalues.com/)
15:44:19	9818/9818	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Oct%202021%2023:49:49%20GMT	https://adoptmetradingvalues.com/images/935.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/935.png	(from https://adoptmetradingvalues.com/)
15:44:19	8666/8666	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Mar%202022%2018:13:10%20GMT	https://adoptmetradingvalues.com/images/1066.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1066.png	(from https://adoptmetradingvalues.com/)
15:44:20	13843/13843	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Dec%202021%2003:59:27%20GMT	https://adoptmetradingvalues.com/images/962.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/962.png	(from https://adoptmetradingvalues.com/)
15:44:20	8903/8903	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:30%20GMT	https://adoptmetradingvalues.com/images/129.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/129.png	(from https://adoptmetradingvalues.com/)
15:44:20	10958/10958	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:51:12%20GMT	https://adoptmetradingvalues.com/images/20.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/20.png	(from https://adoptmetradingvalues.com/)
15:44:21	15764/15764	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:49%20GMT	https://adoptmetradingvalues.com/images/43.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/43.png	(from https://adoptmetradingvalues.com/)
15:44:21	12595/12595	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:02%20GMT	https://adoptmetradingvalues.com/images/63.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/63.png	(from https://adoptmetradingvalues.com/)
15:44:21	13868/13868	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2021:19:37%20GMT	https://adoptmetradingvalues.com/images/1045.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1045.png	(from https://adoptmetradingvalues.com/)
15:44:22	14622/14622	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Feb%202022%2019:33:09%20GMT	https://adoptmetradingvalues.com/images/1032.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1032.png	(from https://adoptmetradingvalues.com/)
15:44:22	15950/15950	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Apr%202022%2014:39:17%20GMT	https://adoptmetradingvalues.com/images/1094.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1094.png	(from https://adoptmetradingvalues.com/)
15:44:22	16787/16787	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:58%20GMT	https://adoptmetradingvalues.com/images/58.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/58.png	(from https://adoptmetradingvalues.com/)
15:44:22	11396/11396	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:37%20GMT	https://adoptmetradingvalues.com/images/14.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/14.png	(from https://adoptmetradingvalues.com/)
15:44:23	15313/15313	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Aug%202021%2016:32:33%20GMT	https://adoptmetradingvalues.com/images/707.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/707.png	(from https://adoptmetradingvalues.com/)
15:44:23	12550/12550	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:44%20GMT	https://adoptmetradingvalues.com/images/35.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/35.png	(from https://adoptmetradingvalues.com/)
15:44:23	12652/12652	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:40%20GMT	https://adoptmetradingvalues.com/images/145.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/145.png	(from https://adoptmetradingvalues.com/)
15:44:24	11882/11882	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:38%20GMT	https://adoptmetradingvalues.com/images/141.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/141.png	(from https://adoptmetradingvalues.com/)
15:44:24	13888/13888	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:00%20GMT	https://adoptmetradingvalues.com/images/6.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/6.png	(from https://adoptmetradingvalues.com/)
15:44:24	9550/9550	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:53%20GMT	https://adoptmetradingvalues.com/images/5.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/5.png	(from https://adoptmetradingvalues.com/)
15:44:24	17439/17439	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:35%20GMT	https://adoptmetradingvalues.com/images/136.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/136.png	(from https://adoptmetradingvalues.com/)
15:44:25	8937/8937	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Aug%202021%2016:32:34%20GMT	https://adoptmetradingvalues.com/images/709.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/709.png	(from https://adoptmetradingvalues.com/)
15:44:25	17466/17466	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:51:49%20GMT	https://adoptmetradingvalues.com/images/26.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/26.png	(from https://adoptmetradingvalues.com/)
15:44:25	11034/11034	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:53:03%20GMT	https://adoptmetradingvalues.com/images/65.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/65.png	(from https://adoptmetradingvalues.com/)
15:44:26	9553/9553	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:29%20GMT	https://adoptmetradingvalues.com/images/127.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/127.png	(from https://adoptmetradingvalues.com/)
15:44:26	13867/13867	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:32%20GMT	https://adoptmetradingvalues.com/images/132.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/132.png	(from https://adoptmetradingvalues.com/)
15:44:26	14534/14534	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:12%20GMT	https://adoptmetradingvalues.com/images/1.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1.png	(from https://adoptmetradingvalues.com/)
15:44:27	13572/13572	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:36%20GMT	https://adoptmetradingvalues.com/images/139.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/139.png	(from https://adoptmetradingvalues.com/)
15:44:27	11685/11685	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:44%20GMT	https://adoptmetradingvalues.com/images/36.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/36.png	(from https://adoptmetradingvalues.com/)
15:44:27	16840/16840	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:51%20GMT	https://adoptmetradingvalues.com/images/46.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/46.png	(from https://adoptmetradingvalues.com/)
15:44:28	11275/11275	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jan%202022%2020:11:37%20GMT	https://adoptmetradingvalues.com/images/1017.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1017.png	(from https://adoptmetradingvalues.com/)
15:44:28	11617/11617	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Apr%202022%2018:10:59%20GMT	https://adoptmetradingvalues.com/images/1096.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1096.png	(from https://adoptmetradingvalues.com/)
15:44:28	13101/13101	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:56%20GMT	https://adoptmetradingvalues.com/images/53.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/53.png	(from https://adoptmetradingvalues.com/)
15:44:28	12482/12482	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:50:48%20GMT	https://adoptmetradingvalues.com/images/16.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/16.png	(from https://adoptmetradingvalues.com/)
15:44:29	12509/12509	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2018:52:56%20GMT	https://adoptmetradingvalues.com/images/54.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/54.png	(from https://adoptmetradingvalues.com/)
15:44:29	12109/12109	---M--	200	added ('OK')	image/png	date:Tue,%2024%20May%202022%2020:46:30%20GMT	https://adoptmetradingvalues.com/images/1172.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1172.png	(from https://adoptmetradingvalues.com/)
15:44:30	10962/10962	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Mar%202022%2018:13:04%20GMT	https://adoptmetradingvalues.com/images/1057.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1057.png	(from https://adoptmetradingvalues.com/)
15:44:30	9250/9250	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2020:39:38%20GMT	https://adoptmetradingvalues.com/images/1201.png	C:/My%20Web%20Sites/Adopt%20me/adoptmetradingvalues.com/images/1201.png	(from https://adoptmetradingvalues.com/)
